iter	Logloss
188	0.3472304742
189	0.3471755863
190	0.3471220217
191	0.3470526336
192	0.3470012421
193	0.3469326491
194	0.3468567922
195	0.3468033691
196	0.3467117314
197	0.3466476757
198	0.346540346
199	0.3464774937
200	0.346405488
201	0.3463368678
202	0.3462795412
203	0.3461984481
204	0.3461275144
205	0.3460408536
206	0.3459479762
207	0.3458626686
208	0.3458038482
209	0.3457285104
210	0.3456743759
211	0.3456185505
212	0.3455813607
213	0.3455190069
214	0.3454185185
215	0.3453791155
216	0.3453010127
217	0.3451976702
218	0.3451254933
219	0.3450699248
220	0.3450283209
221	0.3449560284
222	0.3448571967
223	0.3447569946
224	0.3446828684
225	0.3446071315
226	0.3445403076
227	0.3445004755
228	0.3444491317
229	0.3443834008
230	0.3443209231
231	0.3442711729
232	0.3441905152
233	0.3441386274
234	0.3440734174
235	0.3440011893
236	0.3439325476
237	0.3438614965
238	0.3438016449
239	0.3437290519
240	0.343656709
241	0.3435777485
242	0.3435084249
243	0.3434531017
244	0.3434010925
245	0.3433430381
246	0.343258897
247	0.3431853611
248	0.3431068734
249	0.3430570081
250	0.3429848882
251	0.3429058621
252	0.3428146947
253	0.3427556066
254	0.3426962635
255	0.3426477004
256	0.342586224
257	0.3425217079
258	0.3424521271
259	0.3423834784
260	0.3423285887
261	0.3422636219
262	0.3421905774
263	0.3421254916
264	0.342035786
265	0.3419783157
266	0.3419119741
267	0.3418526767
268	0.3417887001
269	0.3417049207
270	0.3416319918
271	0.3415723951
272	0.3415186204
273	0.3414515628
274	0.341397109
275	0.3413252837
276	0.3412699141
277	0.3411982376
278	0.3411379531
279	0.3410769594
280	0.3410089553
281	0.3409389867
282	0.3408788909
283	0.3408165888
284	0.3407732553
285	0.3407174119
286	0.3406471224
287	0.340588168
288	0.3405310268
289	0.3404481259
290	0.3403686596
291	0.3403067613
292	0.3402496981
293	0.3401486709
294	0.3400921287
295	0.3400439141
296	0.3399995722
297	0.3399430183
298	0.3398732667
299	0.3397964697
300	0.3397160719
301	0.3396672442
302	0.3396038423
303	0.339516592
304	0.3394689652
305	0.3394149276
306	0.3393517417
307	0.3392886461
308	0.3392092186
309	0.3391668304
310	0.3391128067
311	0.3390695568
312	0.3390002486
313	0.3389364685
314	0.3388810576
315	0.338811585
316	0.3387429316
317	0.3386841321
318	0.3385825432
319	0.3385410365
320	0.3384558113
321	0.3383682706
322	0.3383009407
323	0.3382407953
324	0.3381738161
325	0.3380944527
326	0.3380352943
327	0.3379846116
328	0.3379269976
329	0.3378525625
330	0.3377712119
331	0.3377230038
332	0.3376853572
333	0.3376189713
334	0.3375673108
335	0.3375107981
336	0.3374552191
337	0.3373804894
338	0.3372957379
339	0.3372451247
340	0.3371911548
341	0.3371365854
342	0.3370798878
343	0.3370084325
344	0.3369524085
345	0.3368882847
346	0.3368478579
347	0.3367778733
348	0.3367013687
349	0.3366424258
350	0.3365849789
351	0.3364945037
352	0.3364293555
353	0.3363475793
354	0.3362711355
355	0.3361957078
356	0.3361439219
357	0.3360558946
358	0.3359758861
359	0.3359114989
360	0.3358335015
361	0.3357872989
362	0.3357444941
363	0.3356689179
364	0.3355747076
365	0.3355012461
366	0.3354508662
367	0.3354009622
368	0.3353226199
369	0.3352373895
370	0.3351468325
371	0.3350935271
372	0.335041686
373	0.3349730512
374	0.3349059448
375	0.3348383307
376	0.334777612
377	0.3347208882
378	0.3346571724
379	0.3346078536
380	0.3345678296
381	0.3345306138
382	0.3344586957
383	0.3343704951
384	0.3343130249
385	0.3342473341
386	0.3341729267
387	0.3340994614
388	0.3340386919
389	0.3340012098
390	0.3339468039
391	0.3339075943
392	0.3338426408
393	0.3337701646
394	0.333721761
395	0.3336698122
396	0.3336030688
397	0.3335288655
398	0.3334701632
399	0.3334008835
400	0.3333279544
401	0.3332615628
402	0.3331674119
403	0.3331287029
404	0.3330874759
405	0.3330307663
406	0.333004491
407	0.3329093863
408	0.3328614471
409	0.3328004694
410	0.3327430722
411	0.3326864789
412	0.3326057491
413	0.3325437996
414	0.3324857213
415	0.3324553846
416	0.3323785216
417	0.3323301878
418	0.3322800241
419	0.3322301251
420	0.3321852245
421	0.3321096711
422	0.3320592451
423	0.331986014
424	0.3319345629
425	0.3318735595
426	0.3318416326
427	0.3317723348
428	0.3317013235
429	0.3316423516
430	0.3315838659
431	0.3315200277
432	0.3314536795
433	0.3314125512
434	0.3313620967
435	0.3313032388
436	0.3312165238
437	0.3311615535
438	0.3310724625
439	0.3310104954
440	0.3309676909
441	0.330934493
442	0.3308704073
443	0.330797722
444	0.3307418562
445	0.330639162
446	0.3305803237
447	0.3305031914
448	0.3304474965
449	0.330399861
450	0.3303544692
451	0.3303253198
452	0.330280646
453	0.3302210611
454	0.3301380595
455	0.3300677209
456	0.3300079025
457	0.3299636195
458	0.3299107303
459	0.3298381128
460	0.3297795574
461	0.3297119871
462	0.329666707
463	0.3296241941
464	0.3295438699
465	0.3294757769
466	0.3293843153
467	0.329334567
468	0.3292797837
469	0.3292277981
470	0.3291717872
471	0.3291328488
472	0.3291019364
473	0.3290652335
474	0.3289979932
475	0.3289294379
476	0.3288629266
477	0.3287817177
478	0.3287311159
479	0.3287021695
480	0.328660984
481	0.3285944755
482	0.3285346232
483	0.3284688874
484	0.3284087508
485	0.328352905
486	0.328280258
487	0.3282242669
488	0.3281735202
489	0.3281197224
490	0.3280601417
491	0.3280024483
492	0.327951818
493	0.3278686173
494	0.3278095515
495	0.327759131
496	0.3277065096
497	0.3276639135
498	0.3276143848
499	0.3275598288
500	0.3274962068
501	0.327451544
502	0.3274016585
503	0.3273401328
504	0.3272958919
505	0.3272040623
506	0.3271399477
507	0.3270932028
508	0.3270289376
509	0.3269919572
510	0.3269316661
511	0.3268733242
512	0.3268243615
513	0.3267713345
514	0.3267198203
515	0.3266821652
516	0.3266353266
517	0.3265736846
518	0.3265005942
519	0.3264432578
520	0.3263865326
521	0.3263499803
522	0.3262964573
523	0.3262323614
524	0.326154978
525	0.3260940155
526	0.326044517
527	0.3259878439
528	0.3259339072
529	0.3258705488
530	0.3258213137
531	0.3257836699
532	0.325703001
533	0.3256391186
534	0.3255869298
535	0.3255335948
536	0.325494954
537	0.3254249939
538	0.3253862186
539	0.3253601564
540	0.3253124024
541	0.3252607938
542	0.325215794
543	0.3251745874
544	0.3251207331
545	0.3250739494
546	0.3250338634
547	0.3249796487
548	0.3249450517
549	0.3249046674
550	0.3248513398
551	0.3247974373
552	0.3247332173
553	0.3246886826
554	0.3246288672
555	0.324580191
556	0.3245420825
557	0.3244827808
558	0.3244215177
559	0.3243730089
560	0.3242872513
561	0.3242400703
562	0.3241948285
563	0.3241336807
564	0.3240914696
565	0.3240465095
566	0.3239822223
567	0.3239366781
568	0.3238856543
569	0.323847032
570	0.3238143308
571	0.3237665816
572	0.3237392677
573	0.3237036808
574	0.3236597675
575	0.3236284241
576	0.3235525447
577	0.3235205982
578	0.3234678943
579	0.323425638
580	0.323376305
581	0.3233038925
582	0.323269308
583	0.3232045617
584	0.3231539231
585	0.3230862759
586	0.3230422697
587	0.3230070863
588	0.322950353
589	0.322919312
590	0.3228828832
591	0.3228373565
592	0.3227933037
593	0.3227550844
594	0.3227284361
595	0.3226867765
596	0.3226383575
597	0.3225889147
598	0.3225482058
599	0.3225114896
600	0.3224525775
601	0.3223827473
602	0.322335844
603	0.322246018
604	0.3222086995
605	0.3221493475
606	0.3221027779
607	0.3220782698
608	0.3220354047
609	0.3219702475
610	0.3219213401
611	0.3218649393
612	0.3218081089
613	0.3217474847
614	0.3216774852
615	0.3216396516
616	0.3215628714
617	0.3215250976
618	0.321476722
619	0.3214246529
620	0.3213662751
621	0.3213156576
622	0.3212603363
623	0.321199135
624	0.3211461101
625	0.3210831695
626	0.3210446028
627	0.3210097124
628	0.3209555426
629	0.3209228416
630	0.3208743054
631	0.3208149658
632	0.320778972
633	0.320736315
634	0.3206873817
635	0.3206332683
636	0.3205924619
637	0.3205636501
638	0.3205103592
639	0.3204466263
640	0.3204017222
641	0.3203469459
642	0.3202831577
643	0.3202313763
644	0.3201793645
645	0.3201138413
646	0.3200592635
647	0.3200148275
648	0.3199615728
649	0.3199082808
650	0.3198505005
651	0.3198098793
652	0.3197538073
653	0.31970635
654	0.3196584162
655	0.3196155414
656	0.3195707621
657	0.31949929
658	0.3194481597
659	0.3194140933
660	0.3193634994
661	0.3193111783
662	0.3192694486
663	0.3192415783
664	0.3192104596
665	0.319151412
666	0.3191113244
667	0.3190628643
668	0.3190017747
669	0.3189673849
670	0.3189172443
671	0.3188810374
672	0.3188105368
673	0.3187481869
674	0.3187031803
675	0.3186566645
676	0.3185976614
677	0.3185626133
678	0.3184964619
679	0.3184591933
680	0.3184029034
681	0.3183451812
682	0.3183073822
683	0.3182724904
684	0.3182276674
685	0.3181821263
686	0.3181506122
687	0.3180799396
688	0.3180380917
689	0.3179918869
690	0.3179327847
691	0.3178877541
692	0.3178307545
693	0.317788408
694	0.317747746
695	0.3177024952
696	0.3176417087
697	0.3175949699
698	0.3175314139
699	0.3174833815
700	0.3174526803
701	0.3174055875
702	0.3173596319
703	0.3173011656
704	0.3172399631
705	0.3171803232
706	0.3171343826
707	0.3170945087
708	0.3170565918
709	0.3169905325
710	0.3169463185
711	0.3169045082
712	0.3168715408
713	0.3168203209
714	0.3167691163
715	0.3166995315
716	0.3166717207
717	0.3166198619
718	0.3165532958
719	0.3165210745
720	0.3164771596
721	0.3164423828
722	0.316369784
723	0.3163498286
724	0.3162980516
725	0.3162538988
726	0.3161774111
727	0.3161284926
728	0.3160900581
729	0.3160250556
730	0.3159701006
731	0.3159142599
732	0.3158925755
733	0.3158419929
734	0.3157807998
735	0.3157233038
736	0.3156598377
737	0.3156296753
738	0.3155906281
739	0.315527757
740	0.3154899092
741	0.3154453098
742	0.3153976854
743	0.3153581358
744	0.315295221
745	0.3152528439
746	0.315208015
747	0.3151586667
748	0.3151178161
749	0.3150932447
750	0.315036492
751	0.3149671594
752	0.3149245705
753	0.3148889927
754	0.314858539
755	0.314779489
756	0.3147369957
757	0.3146905734
758	0.314637769
759	0.3145505048
760	0.3145070791
761	0.3144519168
762	0.3144106765
763	0.3143759488
764	0.3143274025
765	0.3142732919
766	0.3142401591
767	0.3141895004
768	0.3141512488
769	0.3141061576
770	0.3140386837
771	0.3139947648
772	0.3139456355
773	0.3138867821
774	0.3138351462
775	0.3137697664
776	0.3137412932
777	0.313677085
778	0.3136391558
779	0.3135919665
780	0.313546997
781	0.3134919104
782	0.3134415193
783	0.3133932224
784	0.3133342095
785	0.3132763476
786	0.3132372546
787	0.3132016743
788	0.3131704933
789	0.3131294201
790	0.3130770674
791	0.3130014552
792	0.3129567282
793	0.3129088358
794	0.3128612221
795	0.3128012888
796	0.3127773493
797	0.3127363434
798	0.3126985527
799	0.3126594762
800	0.3126079418
801	0.3125463564
802	0.3124906579
803	0.3124341331
804	0.312397672
805	0.312346074
806	0.3123099695
807	0.3122612956
808	0.3121815543
809	0.3121398713
810	0.3121010315
811	0.3120586011
812	0.3120045069
813	0.3119647512
814	0.3119231405
815	0.3118603039
816	0.3117993407
817	0.3117591134
818	0.3117235064
819	0.3116490629
820	0.3116225361
821	0.3115433924
822	0.3114992782
823	0.311459406
824	0.3114208262
825	0.3113810742
826	0.311335567
827	0.3112905935
828	0.3112528979
829	0.3112191061
830	0.3111521529
831	0.3110973007
832	0.3110539189
833	0.31101672
834	0.3109735063
835	0.3109087296
836	0.3108743709
837	0.3108161689
838	0.3107444701
839	0.310699543
840	0.3106334372
841	0.310599882
842	0.3105521199
843	0.3105170818
844	0.3104826217
845	0.3104512766
846	0.3104035676
847	0.3103643532
848	0.3103134483
849	0.3102793159
850	0.3102385151
851	0.3101838399
852	0.3101372469
853	0.3100808542
854	0.3100603934
855	0.3100104278
856	0.3099465345
857	0.3098815765
858	0.3098286526
859	0.3097740582
860	0.3097398318
861	0.3096924298
862	0.3096487045
863	0.3096084934
864	0.3095737303
865	0.309519511
866	0.3094959828
867	0.3094648449
868	0.3094104984
869	0.3093529478
870	0.3093297556
871	0.3092778409
872	0.3092102084
873	0.3091717112
874	0.3091232501
875	0.3090905927
876	0.309049094
877	0.3089905676
878	0.308927187
879	0.3088782508
880	0.3088091314
881	0.3087652274
882	0.3087118973
883	0.3086685884
884	0.3086277876
885	0.3085640882
886	0.3085135357
887	0.3084559303
888	0.3084335428
889	0.30838778
890	0.3083365252
891	0.3083142353
892	0.3082509834
893	0.3081950128
894	0.3081548917
895	0.3081016379
896	0.3080559004
897	0.3080020859
898	0.3079662848
899	0.3079218727
900	0.3078567607
901	0.3078031415
902	0.3077612702
903	0.3076984466
904	0.3076417115
905	0.3075941411
906	0.3075437475
907	0.3075087421
908	0.3074533797
909	0.3073678154
910	0.3073128672
911	0.3072768709
912	0.3072477362
913	0.3072176118
914	0.3071510276
915	0.3071086448
916	0.3070602591
917	0.3070020586
918	0.3069638068
919	0.3069300473
920	0.3068655105
921	0.3068368791
922	0.3067746075
923	0.3067353893
924	0.306685264
925	0.306656134
926	0.3066092959
927	0.306561754
928	0.3065232568
929	0.3064694661
930	0.3064228334
931	0.306357518
932	0.3063163088
933	0.3062527627
934	0.3062086503
935	0.3061650491
936	0.3061166572
937	0.3060675464
938	0.3060150911
939	0.3059631452
940	0.3059274683
941	0.3058785241
942	0.3058212776
943	0.3057808651
944	0.3057271555
945	0.3056896587
946	0.3056307244
947	0.3056029286
948	0.3055673449
949	0.3055205704
950	0.3054822738
951	0.3054532679
952	0.3054127486
953	0.3053860052
954	0.3053363618
955	0.3052863235
956	0.3052506475
957	0.3052072568
958	0.3051730149
959	0.3051091862
960	0.3050537001
961	0.3050001219
962	0.3049463639
963	0.3048942948
964	0.3048438308
965	0.304808154
966	0.30475469
967	0.3046895418
968	0.3046651538
969	0.3046308906
970	0.3045810031
971	0.3045369389
972	0.3044955311
973	0.304452204
974	0.3043960563
975	0.3043486078
976	0.3043002516
977	0.3042641321
978	0.3042258637
979	0.3041688412
980	0.3041327032
981	0.3041022937
982	0.3040552284
983	0.3039935985
984	0.303956651
985	0.303899547
986	0.3038487799
987	0.3037994445
988	0.3037549391
989	0.3037099849
990	0.3036801171
991	0.3036386404
992	0.3036012928
993	0.303541739
994	0.3035069276
995	0.3034559329
996	0.3034007933
997	0.3033323369
998	0.3032737205
999	0.3032454193
1000	0.3032045347
1001	0.3031656597
1002	0.3031107875
1003	0.3030544882
1004	0.3030155127
1005	0.302952051
1006	0.3029075889
1007	0.3028586452
1008	0.3028292007
1009	0.3028084704
1010	0.3027582195
1011	0.3027118181
1012	0.3026595516
1013	0.3025993897
1014	0.3025552954
1015	0.302517969
1016	0.3024634093
1017	0.3024365628
1018	0.3024111144
1019	0.3023792183
1020	0.3023220022
1021	0.302279673
1022	0.3022504189
1023	0.302194093
1024	0.3021519398
1025	0.3021002205
1026	0.3020498728
1027	0.3019783547
1028	0.301922154
1029	0.3018821045
1030	0.3018323436
1031	0.3017875816
1032	0.3017596247
1033	0.3017380484
1034	0.3016911395
1035	0.3016574993
1036	0.3015916278
1037	0.3015558256
1038	0.3015075343
1039	0.3014594525
1040	0.3014149155
1041	0.3013765184
1042	0.301345282
1043	0.3012947553
1044	0.3012571094
1045	0.3011919851
1046	0.3011624117
1047	0.3011267185
1048	0.3010849001
1049	0.3010585879
1050	0.3010098385
1051	0.3009692399
1052	0.300932127
1053	0.3008888968
1054	0.3008413966
1055	0.3008073225
1056	0.3007487706
1057	0.3006776055
1058	0.300628828
1059	0.3005752101
1060	0.3005355886
1061	0.3004952486
1062	0.3004480311
1063	0.3004008481
1064	0.3003741357
1065	0.3003307055
1066	0.3002938456
1067	0.3002113603
1068	0.300159514
1069	0.3001273469
1070	0.300073109
1071	0.3000338226
1072	0.2999860677
1073	0.2999375563
1074	0.299883852
1075	0.299828235
1076	0.2997962632
1077	0.2997828729
1078	0.2997262393
1079	0.2996859825
1080	0.2996503706
1081	0.2996072283
1082	0.2995864497
1083	0.2995413501
1084	0.2994977563
1085	0.2994787719
1086	0.2994537919
1087	0.2994120561
1088	0.2993765207
1089	0.2993377548
1090	0.2992800234
1091	0.2992320807
1092	0.2991929006
1093	0.2991581169
1094	0.2991132227
1095	0.2990561079
1096	0.2990131536
1097	0.2989796244
1098	0.29893159
1099	0.298903504
1100	0.2988849465
1101	0.2988527709
1102	0.2987846633
1103	0.2987199272
1104	0.2986835922
1105	0.2986368175
1106	0.2985933975
1107	0.2985629048
1108	0.2985031946
1109	0.298457645
1110	0.2984059219
1111	0.2983486707
1112	0.2983171877
1113	0.298274962
1114	0.2982341284
1115	0.2981851316
1116	0.2981256788
1117	0.2980873034
1118	0.2980443981
1119	0.2980138572
1120	0.2979862884
1121	0.2979423343
1122	0.2979105091
1123	0.2978645073
1124	0.2978300877
1125	0.2977897014
1126	0.2977650992
1127	0.2977075672
1128	0.2976676988
1129	0.2976226923
1130	0.2975899031
1131	0.2975512464
1132	0.2975061733
1133	0.2974727523
1134	0.2974397891
1135	0.2973912961
1136	0.2973672461
1137	0.2973319158
1138	0.2972927119
1139	0.2972576618
1140	0.2972033148
1141	0.2971556254
1142	0.2971020117
1143	0.2970426934
1144	0.2970051533
1145	0.2969682136
1146	0.296934165
1147	0.2968976346
1148	0.2968642676
1149	0.2968223661
1150	0.2967968038
1151	0.2967540893
1152	0.2967224235
1153	0.2966938094
1154	0.2966368054
1155	0.2966186218
1156	0.2965751625
1157	0.2965312402
1158	0.2964991323
1159	0.2964408295
1160	0.2963885208
1161	0.2963555503
1162	0.2963141993
1163	0.2962602987
1164	0.2962212306
1165	0.2961834591
1166	0.2961491159
1167	0.2961123472
1168	0.2960702565
1169	0.296027228
1170	0.2959910533
1171	0.2959331572
1172	0.295906128
1173	0.2958524742
1174	0.295821698
1175	0.2957837728
1176	0.2957530838
1177	0.2957082659
1178	0.2956728179
1179	0.2956132037
1180	0.2955712332
1181	0.2955313868
1182	0.2955043343
1183	0.2954677176
1184	0.2954280397
1185	0.2953941259
1186	0.2953417712
1187	0.2953196448
1188	0.295288995
1189	0.2952322115
1190	0.2951862966
1191	0.2951347843
1192	0.2950934651
1193	0.2950546063
1194	0.2950000561
1195	0.2949620879
1196	0.294923077
1197	0.2948842995
1198	0.2948492701
1199	0.2948241182
1200	0.2947895345
1201	0.2947504674
1202	0.2947158119
1203	0.2946787017
1204	0.2946476372
1205	0.2946205569
1206	0.2945586406
1207	0.2945218382
1208	0.2944688715
1209	0.2944181179
1210	0.2943651893
1211	0.2943315859
1212	0.2942750104
1213	0.2942488951
1214	0.2941845694
1215	0.2941518012
1216	0.2941149123
1217	0.2940788205
1218	0.2940299196
1219	0.2939816308
1220	0.2939592335
1221	0.2939262085
1222	0.2938815574
1223	0.2938639045
1224	0.2938170406
1225	0.2937875164
1226	0.2937363019
1227	0.2936965068
1228	0.293652055
1229	0.2936168519
1230	0.2935795268
1231	0.2935524633
1232	0.2935056197
1233	0.2934628706
1234	0.2934161719
1235	0.2933606592
1236	0.2933285436
1237	0.2932910964
1238	0.2932495533
1239	0.2932044364
1240	0.2931792718
1241	0.2931531537
1242	0.2931219962
1243	0.2930844999
1244	0.2930368109
1245	0.2929810417
1246	0.2929535666
1247	0.2928941987
1248	0.2928597311
1249	0.2928314108
1250	0.2927974049
1251	0.2927542647
1252	0.2927052095
1253	0.2926548172
1254	0.2926087772
1255	0.2925685015
1256	0.2925153777
1257	0.2924724904
1258	0.2924253457
1259	0.2923667515
1260	0.2923465873
1261	0.2923135166
1262	0.2922960959
1263	0.2922458815
1264	0.2921903731
1265	0.2921528678
1266	0.2921152406
1267	0.2920621642
1268	0.2920329608
1269	0.2919796687
1270	0.2919452068
1271	0.2919143577
1272	0.2918932858
1273	0.2918705507
1274	0.2918336899
1275	0.2917954325
1276	0.2917460499
1277	0.291708936
1278	0.2916755967
1279	0.291630232
1280	0.2916085073
1281	0.2915902854
1282	0.2915460311
1283	0.2915130389
1284	0.2914810676
1285	0.2914522875
1286	0.2914177103
1287	0.2913819785
1288	0.2913572988
1289	0.2913214181
1290	0.2912711478
1291	0.2912337738
1292	0.2911980723
1293	0.2911586004
1294	0.2911086789
1295	0.2910796326
1296	0.2910368329
1297	0.2910159645
1298	0.2909680001
1299	0.2909305858
1300	0.2908699019
1301	0.2908372579
1302	0.2907850354
1303	0.2907582269
1304	0.2907208277
1305	0.2906886417
1306	0.290644304
1307	0.2906081754
1308	0.2905658194
1309	0.290485253
1310	0.2904549028
1311	0.2903985699
1312	0.2903756938
1313	0.2903484838
1314	0.2903170417
1315	0.2902898575
1316	0.290262933
1317	0.2902069983
1318	0.2901744498
1319	0.2901428263
1320	0.2901054245
1321	0.2900720089
1322	0.2900452243
1323	0.2899955662
1324	0.2899370396
1325	0.2898927623
1326	0.2898559184
1327	0.2898267125
1328	0.2897929033
1329	0.2897661236
1330	0.289741501
1331	0.2896995464
1332	0.2896471433
1333	0.2895979806
1334	0.2895660622
1335	0.2895310453
1336	0.2894918988
1337	0.2894646568
1338	0.2894175057
1339	0.2893950813
1340	0.2893640627
1341	0.2893278651
1342	0.2892566569
1343	0.2892231692
1344	0.2891891015
1345	0.2890881402
1346	0.2890577124
1347	0.2890314447
1348	0.2890027715
1349	0.2889743378
1350	0.2889238044
1351	0.2888696034
1352	0.2888159026
1353	0.2887869013
1354	0.2887536295
1355	0.2887418272
1356	0.2886990144
1357	0.2886532941
1358	0.288618802
1359	0.2885843509
1360	0.2885489261
1361	0.2885214917
1362	0.2885049204
1363	0.2884904861
1364	0.2884666888
1365	0.2884351457
1366	0.2883897005
1367	0.2883482554
1368	0.2883209331
1369	0.2882891313
1370	0.288248888
1371	0.2881808328
1372	0.288133085
1373	0.2881013461
1374	0.2880411428
1375	0.2879991311
1376	0.2879547654
1377	0.287922434
1378	0.2878941616
1379	0.2878571472
1380	0.287821204
1381	0.2877876656
1382	0.2877546275
1383	0.2877164675
1384	0.2876686616
1385	0.2876464693
1386	0.2876206021
1387	0.2875834094
1388	0.2875551657
1389	0.2875009668
1390	0.2874776608
1391	0.2874189772
1392	0.2873806422
1393	0.2873366874
1394	0.2873188211
1395	0.2872554907
1396	0.2872169586
1397	0.2871732045
1398	0.2871344777
1399	0.287091819
1400	0.2870706327
1401	0.287022362
1402	0.2869888054
1403	0.2869555851
1404	0.2869057704
1405	0.2868409768
1406	0.2868070742
1407	0.2867489251
1408	0.2867088006
1409	0.2866805811
1410	0.286655919
1411	0.2866245752
1412	0.2865836913
1413	0.2865562054
1414	0.2865291157
1415	0.2865017176
1416	0.2864541592
1417	0.2864162108
1418	0.2863630773
1419	0.2863179961
1420	0.286276244
1421	0.2862341332
1422	0.2861866578
1423	0.2861675603
1424	0.2861450353
1425	0.2861036263
1426	0.2860753552
1427	0.2860271145
1428	0.285982842
1429	0.2859285604
1430	0.2858845246
1431	0.2858526598
1432	0.2858044139
1433	0.2857785744
1434	0.2857452444
1435	0.2856958657
1436	0.2856549689
1437	0.28562443
1438	0.2855944457
1439	0.2855685838
1440	0.2855276112
1441	0.2854948083
